% Model:              turbulent flows.mph
% Version:            COMSOL 6.2.0.290
% Date:               Sep 4 2026, 17:57
% Dimension:          2
% Nodes:              14641
% Expressions:        1
% Description:        Surface
% r                       z                        tds.DiT_c/1e-9[m^2/s]
0.006416666666666664      0.39555555555555555      4432484.83332148
0.006416666666666665      0.4                      4479202.701606956
0.19691666666666663       0.032810457516339785     0
0.2                       0.0328104575163398       706142.5438408968
0.006826923076923075      0.39555555555555555      4486713.1398205515
0.006826923076923076      0.4                      4530318.424917381
0.19691666666666663       0.03529411764705879      0
0.2                       0.03529411764705879      602803.0338079728
0.007230769230769228      0.3955555555555556       4539585.246974585
0.007230769230769229      0.4                      4580434.255878685
0.19691666666666668       0.03779645191409897      0
0.2                       0.03779645191409897      548992.032090825
0.007628205128205126      0.39555555555555566      4590849.333843224
0.007628205128205128      0.4                      4629359.631070154
0.19691666666666668       0.04031746031746031      0
0.2                       0.04031746031746031      521939.6330503414
0.008019230769230766      0.3955555555555556       4640334.993382809
0.008019230769230768      0.4                      4676970.5190669
0.19691666666666663       0.042857142857142795     0
0.2                       0.042857142857142795     507345.0935164908
0.008403846153846152      0.39555555555555555      4687958.336173811
0.008403846153846154      0.4                      4723198.228840018
0.19691666666666668       0.04541549953314658      0
0.2                       0.04541549953314657      498990.4278206118
0.00878205128205128       0.3955555555555556       4733730.752831617
0.00878205128205128       0.4                      4768012.813045771
0.19691666666666663       0.04799253034547153      0
0.2                       0.04799253034547153      494147.79113482416
0.009153846153846153      0.39555555555555555      4777769.691150322
0.009153846153846155      0.4                      4811398.52698504
0.19691666666666668       0.05058823529411765      0
0.2                       0.05058823529411765      490417.41570352984
0.00951923076923077       0.3955555555555556       4820300.364229827
0.009519230769230768      0.4                      4853322.096774632
0.19691666666666668       0.05320261437908496      0
0.2                       0.05320261437908496      488126.2055618056
0.009878205128205128      0.3955555555555555       4861608.67322619
0.009878205128205128      0.4                      4893710.958549109
0.19691666666666668       0.055835667600373486     0
0.2                       0.055835667600373506     486721.2314643741
0.01023076923076923       0.39555555555555566      4901903.771751165
0.01023076923076923       0.4                      4932471.55181858
0.19691666666666663       0.05848739495798321      0
0.2                       0.05848739495798321      485652.6553795324
